Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      7.95     0.00        4     0.00     0.00  std::vector<cv::Ptr<cv::BaseImageEncoder>, std::allocator<cv::Ptr<cv::BaseImageEncoder> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Ptr<cv::BaseImageEncoder>*, std::vector<cv::Ptr<cv::BaseImageEncoder>, std::allocator<cv::Ptr<cv::BaseImageEncoder> > > >, cv::Ptr<cv::BaseImageEncoder> const&)
  0.00      7.95     0.00        3     0.00     0.00  cv::JpegDecoder::~JpegDecoder()
  0.00      7.95     0.00        3     0.00     0.00  cv::RBaseStream::RBaseStream()
  0.00      7.95     0.00        3     0.00     0.00  cv::cvarrToMat(void const*, bool, bool, int)
  0.00      7.95     0.00        2     0.00     0.00  cv::BmpEncoder::~BmpEncoder()
  0.00      7.95     0.00        2     0.00     0.00  cv::JpegDecoder::readHeader()
  0.00      7.95     0.00        2     0.00     0.11  cv::JpegDecoder::readData(cv::Mat&)
  0.00      7.95     0.00        2     0.00     0.00  cv::WBaseStream::close()
  0.00      7.95     0.00        2     0.00     0.00  cv::findDecoder(std::string const&)
  0.00      7.95     0.00        2     0.00     0.00  cv::RLByteStream::~RLByteStream()
  0.00      7.95     0.00        2     0.00     0.00  cv::WLByteStream::putWord(int)
  0.00      7.95     0.00        2     0.00     0.13  cv::getKernelType(cv::Mat const&, cv::Point_<int>)
  0.00      7.95     0.00        2     0.00     0.00  cv::BaseImageDecoder::setSource(std::string const&)
  0.00      7.95     0.00        2     0.00     0.00  cv::cvarrToMat(void const*, bool, bool, int)
  0.00      7.95     0.00        2     0.00     0.00  void cv::cvt_<float, double>(cv::Mat const&, cv::Mat&)
  0.00      7.95     0.00        2     0.00     0.11  cv::imread_(std::string const&, int, int, cv::Mat*)
  0.00      7.95     0.00        2     0.00     0.00  void cv::cvtScale_<float, cv::OpCvt<float, int> >(cv::Mat const&, cv::Mat&, double, double)
  0.00      7.95     0.00        2     0.00     0.00  cv::PxMDecoder::signatureLength() const
  0.00      7.95     0.00        2     0.00     0.00  cv::JpegDecoder::newDecoder() const
  0.00      7.95     0.00        2     0.00     0.00  cv::TiffDecoder::signatureLength() const
  0.00      7.95     0.00        2     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned long, unsigned char const&)
  0.00      7.95     0.00        2     0.00     0.11  cvLoadImage
  0.00      7.95     0.00        1     0.00     0.00  global constructors keyed to _ZN2cv11FileStorage20getDefaultObjectNameERKSs
  0.00      7.95     0.00        1     0.00     0.00  global constructors keyed to _ZN2cv11bitwise_andERKNS_3MatES2_RS0_S2_
  0.00      7.95     0.00        1     0.00     0.00  global constructors keyed to _ZN2cv11findDecoderERKSs
  0.00      7.95     0.00        1     0.00     0.00  global constructors keyed to _ZN2cv16useOptimizedFlagE
  0.00      7.95     0.00        1     0.00     0.00  global constructors keyed to main
  0.00      7.95     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      7.95     0.00        1     0.00     0.00  SimilarityMetric::SimilarityMetric()
  0.00      7.95     0.00        1     0.00     0.00  cv::BmpDecoder::BmpDecoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::BmpDecoder::~BmpDecoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::BmpEncoder::write(cv::Mat const&, std::vector<int, std::allocator<int> > const&)
  0.00      7.95     0.00        1     0.00     0.00  cv::BmpEncoder::BmpEncoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::PxMDecoder::PxMDecoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::PxMDecoder::~PxMDecoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::PxMEncoder::PxMEncoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::PxMEncoder::~PxMEncoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::JpegDecoder::JpegDecoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::JpegEncoder::JpegEncoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::JpegEncoder::~JpegEncoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::RBaseStream::close()
  0.00      7.95     0.00        1     0.00     0.00  cv::TiffDecoder::TiffDecoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::TiffDecoder::~TiffDecoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::TiffEncoder::TiffEncoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::TiffEncoder::~TiffEncoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::WBaseStream::open(std::string const&)
  0.00      7.95     0.00        1     0.00     0.00  cv::WBaseStream::allocate()
  0.00      7.95     0.00        1     0.00     0.00  cv::WBaseStream::WBaseStream()
  0.00      7.95     0.00        1     0.00     0.00  cv::findEncoder(std::string const&)
  0.00      7.95     0.00        1     0.00     0.00  cv::ColumnFilter<cv::FixedPtCastEx<int, unsigned char>, cv::SymmColumnVec_32s8u>::ColumnFilter(cv::Mat const&, int, double, cv::FixedPtCastEx<int, unsigned char> const&, cv::SymmColumnVec_32s8u const&)
  0.00      7.95     0.00        1     0.00     0.00  cv::FilterEngine::init(cv::Ptr<cv::BaseFilter> const&, cv::Ptr<cv::BaseRowFilter> const&, cv::Ptr<cv::BaseColumnFilter> const&, int, int, int, int, int, cv::Scalar_<double> const&)
  0.00      7.95     0.00        1     0.00     0.50  cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool)
  0.00      7.95     0.00        1     0.00     0.00  cv::FilterEngine::start(cv::Size_<int>, cv::Rect_<int>, int)
  0.00      7.95     0.00        1     0.00     0.00  cv::FilterEngine::start(cv::Mat const&, cv::Rect_<int> const&, bool, int)
  0.00      7.95     0.00        1     0.00     0.00  cv::FilterEngine::FilterEngine(cv::Ptr<cv::BaseFilter> const&, cv::Ptr<cv::BaseRowFilter> const&, cv::Ptr<cv::BaseColumnFilter> const&, int, int, int, int, int, cv::Scalar_<double> const&)
  0.00      7.95     0.00        1     0.00     0.00  cv::FilterEngine::~FilterEngine()
  0.00      7.95     0.00        1     0.00     1.13  cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int)
  0.00      7.95     0.00        1     0.00     0.00  cv::RMByteStream::~RMByteStream()
  0.00      7.95     0.00        1     0.00     0.00  cv::WLByteStream::~WLByteStream()
  0.00      7.95     0.00        1     0.00     0.00  cv::BaseColumnFilter::reset()
  0.00      7.95     0.00        1     0.00     0.00  cv::BaseImageEncoder::setDestination(std::string const&)
  0.00      7.95     0.00        1     0.00     0.00  cv::SunRasterDecoder::SunRasterDecoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::SunRasterDecoder::~SunRasterDecoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::SunRasterEncoder::SunRasterEncoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::SunRasterEncoder::~SunRasterEncoder()
  0.00      7.95     0.00        1     0.00     0.00  cv::SymmColumnFilter<cv::FixedPtCastEx<int, unsigned char>, cv::SymmColumnVec_32s8u>::~SymmColumnFilter()
  0.00      7.95     0.00        1     0.00     0.00  cv::getGaussianKernel(int, double, int)
  0.00      7.95     0.00        1     0.00     0.00  cv::getLinearRowFilter(int, int, cv::Mat const&, int, int)
  0.00      7.95     0.00        1     0.00     0.63  cv::createGaussianFilter(int, cv::Size_<int>, double, double, int)
  0.00      7.95     0.00        1     0.00     0.00  cv::ImageCodecInitializer::ImageCodecInitializer()
  0.00      7.95     0.00        1     0.00     0.13  cv::getLinearColumnFilter(int, int, cv::Mat const&, int, int, double, int)
  0.00      7.95     0.00        1     0.00     0.63  cv::createSeparableLinearFilter(int, int, cv::Mat const&, cv::Mat const&, cv::Point_<int>, double, int, int, cv::Scalar_<double> const&)
  0.00      7.95     0.00        1     0.00     0.00  cv::RowFilter<unsigned char, int, cv::RowVec_8u32s>::~RowFilter()
  0.00      7.95     0.00        1     0.00     0.00  cv::imwrite_(std::string const&, cv::Mat const&, std::vector<int, std::allocator<int> > const&, bool)
  0.00      7.95     0.00        1     0.00     0.00  void cv::cvtScale_<int, cv::OpCvt<float, float> >(cv::Mat const&, cv::Mat&, double, double)
  0.00      7.95     0.00        1     0.00     0.00  calcMSE::calcMSE()
  0.00      7.95     0.00        1     0.00     0.00  CvModule::~CvModule()
  0.00      7.95     0.00        1     0.00     0.00  cv::BmpEncoder::newEncoder() const
  0.00      7.95     0.00        1     0.00     0.00  cv::BaseImageEncoder::getDescription() const
  0.00      7.95     0.00        1     0.00     0.00  cv::BaseImageEncoder::isFormatSupported(int) const
  0.00      7.95     0.00        1     0.00     0.00  std::vector<cv::Ptr<cv::BaseImageDecoder>, std::allocator<cv::Ptr<cv::BaseImageDecoder> > >::~vector()
  0.00      7.95     0.00        1     0.00     0.00  std::vector<cv::Ptr<cv::BaseImageEncoder>, std::allocator<cv::Ptr<cv::BaseImageEncoder> > >::~vector()
  0.00      7.95     0.00        1     0.00     0.00  std::vector<unsigned char*, std::allocator<unsigned char*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned char**, std::vector<unsigned char*, std::allocator<unsigned char*> > >, unsigned long, unsigned char* const&)
  0.00      7.95     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&)
  0.00      7.95     0.00        1     0.00     0.00  cvRegisterModule
  0.00      7.95     0.00        1     0.00     0.00  cvSaveImage
  0.00      7.95     0.00        1     0.00     0.00  cvSetImageIOFunctions
  0.00      7.95     0.00        1     0.00     1.13  cvSmooth
  0.00      7.95     0.00        1     0.00     6.32  main

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.13% of 7.95 seconds

index % time    self  children    called     name
                0.00    6.32       1/1           __libc_start_main [2]
[1]     79.5    0.00    6.32       1         main [1]
                0.00    4.77       6/6           calcMSE::compare(_IplImage*, _IplImage*, Colorspace) [3]
                0.00    1.13       1/1           cvSmooth [14]
                0.00    0.22       2/2           cvLoadImage [31]
                0.00    0.20       2/6           cvCvtColor [18]
                0.00    0.00       6/6           CoreFunctions::printCvScalar(CvScalar, Colorspace, int) [2193]
                0.00    0.00       5/41          cvReleaseImage [53]
                0.00    0.00       3/13          cvSize(int, int) [2186]
                0.00    0.00       3/33          cvCreateImage [55]
                0.00    0.00       1/1           cvSaveImage [64]
                0.00    0.00       1/1           calcMSE::calcMSE() [2264]
-----------------------------------------------
                                                 <spontaneous>
[2]     79.5    0.00    6.32                 __libc_start_main [2]
                0.00    6.32       1/1           main [1]
-----------------------------------------------
                0.00    4.77       6/6           main [1]
[3]     60.0    0.00    4.77       6         calcMSE::compare(_IplImage*, _IplImage*, Colorspace) [3]
                0.00    1.52      12/12          cvConvertScale [6]
                0.00    1.40       6/6           cvAbsDiff [7]
                0.00    1.22       6/6           cvPow [10]
                0.00    0.40      12/12          SimilarityMetric::colorspaceConversion(_IplImage*, Colorspace) [21]
                0.00    0.23       6/6           cvAvg [29]
                0.00    0.00      36/41          cvReleaseImage [53]
                0.00    0.00      24/33          cvCreateImage [55]
                0.00    0.00       6/13          cvSize(int, int) [2186]
-----------------------------------------------
                0.00    0.13       1/17          cv::getLinearColumnFilter(int, int, cv::Mat const&, int, int, double, int) [39]
                0.00    0.25       2/17          cv::getKernelType(cv::Mat const&, cv::Point_<int>) [28]
                0.00    0.25       2/17          cv::createSeparableLinearFilter(int, int, cv::Mat const&, cv::Mat const&, cv::Point_<int>, double, int, int, cv::Scalar_<double> const&) [17]
                0.00    1.52      12/17          cvConvertScale [6]
[4]     27.0    0.00    2.15      17         cv::Mat::convertTo(cv::Mat&, int, double, double) const [4]
                2.15    0.00      12/12          void cv::cvt_<unsigned char, float>(cv::Mat const&, cv::Mat&) [5]
                0.00    0.00      17/30          cv::Mat::create(int, int, int) [2180]
                0.00    0.00       2/2           void cv::cvtScale_<float, cv::OpCvt<float, int> >(cv::Mat const&, cv::Mat&, double, double) [2211]
                0.00    0.00       2/2           void cv::cvt_<float, double>(cv::Mat const&, cv::Mat&) [2210]
                0.00    0.00       1/1           void cv::cvtScale_<int, cv::OpCvt<float, float> >(cv::Mat const&, cv::Mat&, double, double) [2263]
-----------------------------------------------
                2.15    0.00      12/12          cv::Mat::convertTo(cv::Mat&, int, double, double) const [4]
[5]     27.0    2.15    0.00      12         void cv::cvt_<unsigned char, float>(cv::Mat const&, cv::Mat&) [5]
-----------------------------------------------
                0.00    1.52      12/12          calcMSE::compare(_IplImage*, _IplImage*, Colorspace) [3]
[6]     19.1    0.00    1.52      12         cvConvertScale [6]
                0.00    1.52      12/17          cv::Mat::convertTo(cv::Mat&, int, double, double) const [4]
                0.00    0.00      24/24          cv::cvarrToMat(void const*, bool, bool, int) [2181]
-----------------------------------------------
                0.00    1.40       6/6           calcMSE::compare(_IplImage*, _IplImage*, Colorspace) [3]
[7]     17.6    0.00    1.40       6         cvAbsDiff [7]
                0.00    1.40       6/6           cv::absdiff(cv::Mat const&, cv::Mat const&, cv::Mat&) [8]
                0.00    0.00      18/18          cv::cvarrToMat(void const*, bool, bool, int) [2185]
                0.00    0.00      18/19          cv::Mat::release() [2184]
-----------------------------------------------
                0.00    1.40       6/6           cvAbsDiff [7]
[8]     17.6    0.00    1.40       6         cv::absdiff(cv::Mat const&, cv::Mat const&, cv::Mat&) [8]
                1.40    0.00       6/6           void cv::binaryOpC1_<cv::OpAbsDiff<float>, cv::VBinOp32f<cv::_VAbsDiff32f> >(cv::Mat const&, cv::Mat const&, cv::Mat&) [9]
                0.00    0.00       6/30          cv::Mat::create(int, int, int) [2180]
-----------------------------------------------
                1.40    0.00       6/6           cv::absdiff(cv::Mat const&, cv::Mat const&, cv::Mat&) [8]
[9]     17.6    1.40    0.00       6         void cv::binaryOpC1_<cv::OpAbsDiff<float>, cv::VBinOp32f<cv::_VAbsDiff32f> >(cv::Mat const&, cv::Mat const&, cv::Mat&) [9]
-----------------------------------------------
                0.00    1.22       6/6           calcMSE::compare(_IplImage*, _IplImage*, Colorspace) [3]
[10]    15.3    0.00    1.22       6         cvPow [10]
                0.00    1.22       6/6           cv::pow(cv::Mat const&, double, cv::Mat&) [11]
                0.00    0.00      12/12          cv::cvarrToMat(void const*, bool, bool, int) [2188]
-----------------------------------------------
                0.00    1.22       6/6           cvPow [10]
[11]    15.3    0.00    1.22       6         cv::pow(cv::Mat const&, double, cv::Mat&) [11]
                0.00    1.22       6/6           cv::multiply(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [12]
                0.00    0.00       6/30          cv::Mat::create(int, int, int) [2180]
-----------------------------------------------
                0.00    1.22       6/6           cv::pow(cv::Mat const&, double, cv::Mat&) [11]
[12]    15.3    0.00    1.22       6         cv::multiply(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [12]
                1.22    0.00       6/6           void cv::mul_<float, float>(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [13]
-----------------------------------------------
                1.22    0.00       6/6           cv::multiply(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [12]
[13]    15.3    1.22    0.00       6         void cv::mul_<float, float>(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [13]
-----------------------------------------------
                0.00    1.13       1/1           main [1]
[14]    14.2    0.00    1.13       1         cvSmooth [14]
                0.00    1.13       1/1           cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int) [15]
                0.00    0.00       2/2           cv::cvarrToMat(void const*, bool, bool, int) [2209]
-----------------------------------------------
                0.00    1.13       1/1           cvSmooth [14]
[15]    14.2    0.00    1.13       1         cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int) [15]
                0.00    0.63       1/1           cv::createGaussianFilter(int, cv::Size_<int>, double, double, int) [16]
                0.00    0.50       1/1           cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool) [19]
                0.00    0.00       1/22          cv::fastFree(void*) [2183]
                0.00    0.00       1/1           cv::FilterEngine::~FilterEngine() [2248]
-----------------------------------------------
                0.00    0.63       1/1           cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int) [15]
[16]     8.0    0.00    0.63       1         cv::createGaussianFilter(int, cv::Size_<int>, double, double, int) [16]
                0.00    0.63       1/1           cv::createSeparableLinearFilter(int, int, cv::Mat const&, cv::Mat const&, cv::Point_<int>, double, int, int, cv::Scalar_<double> const&) [17]
                0.00    0.00       1/1           cv::getGaussianKernel(int, double, int) [2258]
                0.00    0.00       1/22          cv::fastFree(void*) [2183]
-----------------------------------------------
                0.00    0.63       1/1           cv::createGaussianFilter(int, cv::Size_<int>, double, double, int) [16]
[17]     8.0    0.00    0.63       1         cv::createSeparableLinearFilter(int, int, cv::Mat const&, cv::Mat const&, cv::Point_<int>, double, int, int, cv::Scalar_<double> const&) [17]
                0.00    0.25       2/2           cv::getKernelType(cv::Mat const&, cv::Point_<int>) [28]
                0.00    0.25       2/17          cv::Mat::convertTo(cv::Mat&, int, double, double) const [4]
                0.00    0.13       1/1           cv::getLinearColumnFilter(int, int, cv::Mat const&, int, int, double, int) [39]
                0.00    0.00       1/1           cv::getLinearRowFilter(int, int, cv::Mat const&, int, int) [2259]
                0.00    0.00       1/1           cv::FilterEngine::FilterEngine(cv::Ptr<cv::BaseFilter> const&, cv::Ptr<cv::BaseRowFilter> const&, cv::Ptr<cv::BaseColumnFilter> const&, int, int, int, int, int, cv::Scalar_<double> const&) [2247]
                0.00    0.00       1/22          cv::fastMalloc(unsigned long) [2182]
-----------------------------------------------
                0.00    0.20       2/6           main [1]
                0.00    0.40       4/6           SimilarityMetric::colorspaceConversion(_IplImage*, Colorspace) [21]
[18]     7.5    0.00    0.60       6         cvCvtColor [18]
                0.33    0.00       2/2           icvBGRx2YCrCb_8u_CnC3R(unsigned char const*, int, unsigned char*, int, CvSize, int, int) [24]
                0.27    0.00       4/4           icvBGRx2Gray_8u_CnC1R(unsigned char const*, int, unsigned char*, int, CvSize, int, int) [27]
                0.00    0.00      12/12          cvGetMat [58]
                0.00    0.00      12/12          cvGetErrStatus [57]
-----------------------------------------------
                0.00    0.50       1/1           cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int) [15]
[19]     6.3    0.00    0.50       1         cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool) [19]
                0.01    0.49       1/1           cv::FilterEngine::proceed(unsigned char const*, int, int, unsigned char*, int) [20]
                0.00    0.00       1/1           cv::FilterEngine::start(cv::Mat const&, cv::Rect_<int> const&, bool, int) [2246]
-----------------------------------------------
                0.01    0.49       1/1           cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool) [19]
[20]     6.3    0.01    0.49       1         cv::FilterEngine::proceed(unsigned char const*, int, int, unsigned char*, int) [20]
                0.30    0.00    4000/4000        cv::RowFilter<unsigned char, int, cv::RowVec_8u32s>::operator()(unsigned char const*, unsigned char*, int, int) [25]
                0.19    0.00    1000/1000        cv::SymmColumnFilter<cv::FixedPtCastEx<int, unsigned char>, cv::SymmColumnVec_32s8u>::operator()(unsigned char const**, unsigned char*, int, int, int) [35]
                0.00    0.00   14010/14020       cv::borderInterpolate(int, int, int) [2176]
-----------------------------------------------
                0.00    0.40      12/12          calcMSE::compare(_IplImage*, _IplImage*, Colorspace) [3]
[21]     5.0    0.00    0.40      12         SimilarityMetric::colorspaceConversion(_IplImage*, Colorspace) [21]
                0.00    0.40       4/6           cvCvtColor [18]
                0.00    0.00       8/8           cvCloneImage [60]
                0.00    0.00       4/13          cvSize(int, int) [2186]
                0.00    0.00       4/33          cvCreateImage [55]
-----------------------------------------------
                                                 <spontaneous>
[22]     4.9    0.39    0.00                 memcpy [22]
-----------------------------------------------
                                                 <spontaneous>
[23]     4.4    0.35    0.00                 mmap [23]
-----------------------------------------------
                0.33    0.00       2/2           cvCvtColor [18]
[24]     4.2    0.33    0.00       2         icvBGRx2YCrCb_8u_CnC3R(unsigned char const*, int, unsigned char*, int, CvSize, int, int) [24]
-----------------------------------------------
                0.30    0.00    4000/4000        cv::FilterEngine::proceed(unsigned char const*, int, int, unsigned char*, int) [20]
