Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     69.00     0.00      352     0.00     0.00  cv::cvarrToMat(void const*, bool, bool, int)
  0.00     69.00     0.00      352     0.00     0.00  void cv::cvt_<float, double>(cv::Mat const&, cv::Mat&)
  0.00     69.00     0.00      352     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned long, unsigned char const&)
  0.00     69.00     0.00      280     0.00     0.06  cv::multiply(cv::Mat const&, cv::Mat const&, cv::Mat&, double)
  0.00     69.00     0.00      280     0.00     0.00  cv::cvarrToMat(void const*, bool, bool, int)
  0.00     69.00     0.00      280     0.00     0.00  cv::cvarrToMat(void const*, bool, bool, int)
  0.00     69.00     0.00      176     0.00     0.00  cv::FilterEngine::init(cv::Ptr<cv::BaseFilter> const&, cv::Ptr<cv::BaseRowFilter> const&, cv::Ptr<cv::BaseColumnFilter> const&, int, int, int, int, int, cv::Scalar_<double> const&)
  0.00     69.00     0.00      176     0.00     0.13  cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool)
  0.00     69.00     0.00      176     0.00     0.00  cv::FilterEngine::start(cv::Size_<int>, cv::Rect_<int>, int)
  0.00     69.00     0.00      176     0.00     0.00  cv::FilterEngine::start(cv::Mat const&, cv::Rect_<int> const&, bool, int)
  0.00     69.00     0.00      176     0.00     0.00  cv::FilterEngine::FilterEngine(cv::Ptr<cv::BaseFilter> const&, cv::Ptr<cv::BaseRowFilter> const&, cv::Ptr<cv::BaseColumnFilter> const&, int, int, int, int, int, cv::Scalar_<double> const&)
  0.00     69.00     0.00      176     0.00     0.15  cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int)
  0.00     69.00     0.00      176     0.00     0.00  cv::BaseColumnFilter::reset()
  0.00     69.00     0.00      176     0.00     0.00  cv::getGaussianKernel(int, double, int)
  0.00     69.00     0.00      176     0.00     0.00  cv::getLinearRowFilter(int, int, cv::Mat const&, int, int)
  0.00     69.00     0.00      176     0.00     0.03  cv::createGaussianFilter(int, cv::Size_<int>, double, double, int)
  0.00     69.00     0.00      176     0.00     0.00  cv::getLinearColumnFilter(int, int, cv::Mat const&, int, int, double, int)
  0.00     69.00     0.00      176     0.00     0.03  cv::createSeparableLinearFilter(int, int, cv::Mat const&, cv::Mat const&, cv::Point_<int>, double, int, int, cv::Scalar_<double> const&)
  0.00     69.00     0.00      176     0.00     0.00  std::vector<unsigned char*, std::allocator<unsigned char*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned char**, std::vector<unsigned char*, std::allocator<unsigned char*> > >, unsigned long, unsigned char* const&)
  0.00     69.00     0.00      176     0.00     0.00  std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&)
  0.00     69.00     0.00      176     0.00     0.15  cvSmooth
  0.00     69.00     0.00      175     0.00     0.00  cv::SymmColumnFilter<cv::Cast<float, float>, cv::SymmColumnVec_32f>::SymmColumnFilter(cv::Mat const&, int, double, int, cv::Cast<float, float> const&, cv::SymmColumnVec_32f const&)
  0.00     69.00     0.00      175     0.00     0.00  cv::SymmColumnFilter<cv::Cast<float, float>, cv::SymmColumnVec_32f>::~SymmColumnFilter()
  0.00     69.00     0.00      175     0.00     0.00  cv::Ptr<cv::BaseRowFilter>::Ptr(cv::BaseRowFilter*)
  0.00     69.00     0.00      175     0.00     0.00  cv::Ptr<cv::BaseColumnFilter>::Ptr(cv::BaseColumnFilter*)
  0.00     69.00     0.00      175     0.00     0.00  cv::RowFilter<float, float, cv::RowVec_32f>::~RowFilter()
  0.00     69.00     0.00      175     0.00     0.04  cv::binaryMaskOp(cv::Mat const&, cv::Mat const&, cv::Mat&, cv::Mat const&, void (*)(cv::Mat const&, cv::Mat const&, cv::Mat&))
  0.00     69.00     0.00      140     0.00     0.00  cvScalarAll(double)
  0.00     69.00     0.00      140     0.00     0.06  cv::pow(cv::Mat const&, double, cv::Mat&)
  0.00     69.00     0.00      140     0.00     0.00  cv::cvarrToMat(void const*, bool, bool, int)
  0.00     69.00     0.00      140     0.00     0.01  cv::binarySMaskOp(cv::Mat const&, cv::Scalar_<double> const&, cv::Mat&, cv::Mat const&, void (*)(cv::Mat const&, cv::Mat&, cv::Scalar_<double> const&))
  0.00     69.00     0.00      140     0.00     0.00  void cv::Scalar_<double>::convertTo<float>(float*, int, int) const
  0.00     69.00     0.00      140     0.00     0.01  cvAddS
  0.00     69.00     0.00      140     0.00     0.01  cvConvertScale
  0.00     69.00     0.00      140     0.00     0.06  cvMul
  0.00     69.00     0.00      140     0.00     0.06  cvPow
  0.00     69.00     0.00      105     0.00     0.04  cvSub
  0.00     69.00     0.00      103     0.00     0.00  cvSize(int, int)
  0.00     69.00     0.00       70     0.00     0.01  SimilarityMetric::colorspaceConversion(_IplImage*, Colorspace)
  0.00     69.00     0.00       70     0.00     0.01  cv::sum(cv::Mat const&)
  0.00     69.00     0.00       70     0.00     0.09  cv::divide(cv::Mat const&, cv::Mat const&, cv::Mat&, double)
  0.00     69.00     0.00       70     0.00     0.00  cv::cvarrToMat(void const*, bool, bool, int)
  0.00     69.00     0.00       70     0.00     0.00  __gnu_cxx::__promote_2<__gnu_cxx::__enable_if<std::__traitand<std::__is_arithmetic<int>, std::__is_arithmetic<int> >::__value, int>::__type, int>::__type std::pow<int, int>(int, int)
  0.00     69.00     0.00       70     0.00     0.04  cvAdd
  0.00     69.00     0.00       70     0.00     0.01  cvAvg
  0.00     69.00     0.00       70     0.00     0.09  cvDiv
  0.00     69.00     0.00       70     0.00     0.00  cvGetImageCOI
  0.00     69.00     0.00       70     0.00     0.02  cvResize
  0.00     69.00     0.00       64     0.00     0.00  cvGetErrStatus
  0.00     69.00     0.00       64     0.00     0.00  cvGetMat
  0.00     69.00     0.00       64     0.00     0.00  cvInitMatHeader
  0.00     69.00     0.00       40     0.00     0.00  cvCloneImage
  0.00     69.00     0.00       35     0.00     0.00  calcSSIM::getSSIM_map()
  0.00     69.00     0.00       35     0.00     0.00  calcSSIM::releaseCS_map()
  0.00     69.00     0.00       35     0.00     0.00  calcSSIM::getMeanCSvalue()
  0.00     69.00     0.00       35     0.00     1.75  calcSSIM::compare(_IplImage*, _IplImage*, Colorspace)
  0.00     69.00     0.00       35     0.00     0.00  calcSSIM::getMSSIM()
  0.00     69.00     0.00       32     0.00     0.03  cvCvtColor
  0.00     69.00     0.00       12     0.00     0.00  cv::WLByteStream::putDWord(int)
  0.00     69.00     0.00       10     0.00     0.00  SimilarityMetric::SimilarityMetric()
  0.00     69.00     0.00       10     0.00     0.00  cv::BaseImageDecoder::signatureLength() const
  0.00     69.00     0.00        7     0.00     8.94  calcMSSSIM::compare(_IplImage*, _IplImage*, Colorspace)
  0.00     69.00     0.00        7     0.00     0.00  CoreFunctions::printCvScalar(CvScalar, Colorspace, int)
  0.00     69.00     0.00        7     0.00     0.00  cv::BaseImageDecoder::BaseImageDecoder()
  0.00     69.00     0.00        7     0.00     0.00  CvType::CvType(char const*, int (*)(void const*), void (*)(void**), void* (*)(CvFileStorage*, CvFileNode*), void (*)(CvFileStorage*, char const*, void const*, CvAttrList), void* (*)(void const*))
  0.00     69.00     0.00        7     0.00     0.00  CvType::~CvType()
  0.00     69.00     0.00        7     0.00     0.00  calcSSIM::setGaussian_sigma(int)
  0.00     69.00     0.00        7     0.00     0.00  calcSSIM::setGaussian_window(int)
  0.00     69.00     0.00        7     0.00     0.00  calcSSIM::setL(int)
  0.00     69.00     0.00        7     0.00     0.00  calcSSIM::setK1(double)
  0.00     69.00     0.00        7     0.00     0.00  calcSSIM::setK2(double)
  0.00     69.00     0.00        7     0.00     0.00  calcSSIM::calcSSIM()
  0.00     69.00     0.00        7     0.00     0.00  cvRegisterType
  0.00     69.00     0.00        6     0.00     0.00  cv::BaseImageEncoder::BaseImageEncoder()
  0.00     69.00     0.00        4     0.00     0.00  cv::BaseImageDecoder::checkSignature(std::string const&) const
  0.00     69.00     0.00        4     0.00     0.00  std::vector<cv::Ptr<cv::BaseImageDecoder>, std::allocator<cv::Ptr<cv::BaseImageDecoder> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Ptr<cv::BaseImageDecoder>*, std::vector<cv::Ptr<cv::BaseImageDecoder>, std::allocator<cv::Ptr<cv::BaseImageDecoder> > > >, cv::Ptr<cv::BaseImageDecoder> const&)
  0.00     69.00     0.00        4     0.00     0.00  std::vector<cv::Ptr<cv::BaseImageEncoder>, std::allocator<cv::Ptr<cv::BaseImageEncoder> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Ptr<cv::BaseImageEncoder>*, std::vector<cv::Ptr<cv::BaseImageEncoder>, std::allocator<cv::Ptr<cv::BaseImageEncoder> > > >, cv::Ptr<cv::BaseImageEncoder> const&)
  0.00     69.00     0.00        3     0.00     0.00  calcMSSSIM::calcMSSSIM()
  0.00     69.00     0.00        3     0.00     0.00  calcMSSSIM::~calcMSSSIM()
  0.00     69.00     0.00        3     0.00     0.00  cv::JpegDecoder::~JpegDecoder()
  0.00     69.00     0.00        3     0.00     0.00  cv::RBaseStream::RBaseStream()
  0.00     69.00     0.00        3     0.00     0.00  cv::cvarrToMat(void const*, bool, bool, int)
  0.00     69.00     0.00        2     0.00     0.00  cv::BmpEncoder::~BmpEncoder()
  0.00     69.00     0.00        2     0.00     0.00  cv::JpegDecoder::readHeader()
  0.00     69.00     0.00        2     0.00     0.08  cv::JpegDecoder::readData(cv::Mat&)
  0.00     69.00     0.00        2     0.00     0.00  cv::WBaseStream::close()
  0.00     69.00     0.00        2     0.00     0.00  cv::findDecoder(std::string const&)
  0.00     69.00     0.00        2     0.00     0.00  cv::RLByteStream::~RLByteStream()
  0.00     69.00     0.00        2     0.00     0.00  cv::WLByteStream::putWord(int)
  0.00     69.00     0.00        2     0.00     0.00  cv::BaseImageDecoder::setSource(std::string const&)
  0.00     69.00     0.00        2     0.00     0.08  cv::imread_(std::string const&, int, int, cv::Mat*)
  0.00     69.00     0.00        2     0.00     0.00  void cv::cvtScale_<float, cv::OpCvt<float, int> >(cv::Mat const&, cv::Mat&, double, double)
  0.00     69.00     0.00        2     0.00     0.00  cv::PxMDecoder::signatureLength() const
  0.00     69.00     0.00        2     0.00     0.00  cv::JpegDecoder::newDecoder() const
  0.00     69.00     0.00        2     0.00     0.00  cv::TiffDecoder::signatureLength() const
  0.00     69.00     0.00        2     0.00     0.08  cvLoadImage
  0.00     69.00     0.00        1     0.00     0.00  global constructors keyed to _ZN2cv11FileStorage20getDefaultObjectNameERKSs
  0.00     69.00     0.00        1     0.00     0.00  global constructors keyed to _ZN2cv11bitwise_andERKNS_3MatES2_RS0_S2_
  0.00     69.00     0.00        1     0.00     0.00  global constructors keyed to _ZN2cv11findDecoderERKSs
  0.00     69.00     0.00        1     0.00     0.00  global constructors keyed to _ZN2cv16useOptimizedFlagE
  0.00     69.00     0.00        1     0.00     0.00  global constructors keyed to main
  0.00     69.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00     69.00     0.00        1     0.00     0.00  cv::BmpDecoder::BmpDecoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::BmpDecoder::~BmpDecoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::BmpEncoder::write(cv::Mat const&, std::vector<int, std::allocator<int> > const&)
  0.00     69.00     0.00        1     0.00     0.00  cv::BmpEncoder::BmpEncoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::PxMDecoder::PxMDecoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::PxMDecoder::~PxMDecoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::PxMEncoder::PxMEncoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::PxMEncoder::~PxMEncoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::JpegDecoder::JpegDecoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::JpegEncoder::JpegEncoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::JpegEncoder::~JpegEncoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::RBaseStream::close()
  0.00     69.00     0.00        1     0.00     0.00  cv::TiffDecoder::TiffDecoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::TiffDecoder::~TiffDecoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::TiffEncoder::TiffEncoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::TiffEncoder::~TiffEncoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::WBaseStream::open(std::string const&)
  0.00     69.00     0.00        1     0.00     0.00  cv::WBaseStream::allocate()
  0.00     69.00     0.00        1     0.00     0.00  cv::WBaseStream::WBaseStream()
  0.00     69.00     0.00        1     0.00     0.00  cv::findEncoder(std::string const&)
  0.00     69.00     0.00        1     0.00     0.00  cv::ColumnFilter<cv::FixedPtCastEx<int, unsigned char>, cv::SymmColumnVec_32s8u>::ColumnFilter(cv::Mat const&, int, double, cv::FixedPtCastEx<int, unsigned char> const&, cv::SymmColumnVec_32s8u const&)
  0.00     69.00     0.00        1     0.00     0.00  cv::RMByteStream::~RMByteStream()
  0.00     69.00     0.00        1     0.00     0.00  cv::WLByteStream::~WLByteStream()
  0.00     69.00     0.00        1     0.00     0.00  cv::BaseImageEncoder::setDestination(std::string const&)
  0.00     69.00     0.00        1     0.00     0.00  cv::SunRasterDecoder::SunRasterDecoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::SunRasterDecoder::~SunRasterDecoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::SunRasterEncoder::SunRasterEncoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::SunRasterEncoder::~SunRasterEncoder()
  0.00     69.00     0.00        1     0.00     0.00  cv::SymmColumnFilter<cv::FixedPtCastEx<int, unsigned char>, cv::SymmColumnVec_32s8u>::~SymmColumnFilter()
  0.00     69.00     0.00        1     0.00     0.00  cv::ImageCodecInitializer::ImageCodecInitializer()
  0.00     69.00     0.00        1     0.00     0.00  cv::RowFilter<unsigned char, int, cv::RowVec_8u32s>::~RowFilter()
  0.00     69.00     0.00        1     0.00     0.00  cv::imwrite_(std::string const&, cv::Mat const&, std::vector<int, std::allocator<int> > const&, bool)
  0.00     69.00     0.00        1     0.00     0.00  void cv::cvtScale_<int, cv::OpCvt<float, float> >(cv::Mat const&, cv::Mat&, double, double)
  0.00     69.00     0.00        1     0.00     0.00  CvModule::~CvModule()
  0.00     69.00     0.00        1     0.00     0.00  cv::BmpEncoder::newEncoder() const
  0.00     69.00     0.00        1     0.00     0.00  cv::BaseImageEncoder::getDescription() const
  0.00     69.00     0.00        1     0.00     0.00  cv::BaseImageEncoder::isFormatSupported(int) const
  0.00     69.00     0.00        1     0.00     0.00  std::vector<cv::Ptr<cv::BaseImageDecoder>, std::allocator<cv::Ptr<cv::BaseImageDecoder> > >::~vector()
  0.00     69.00     0.00        1     0.00     0.00  std::vector<cv::Ptr<cv::BaseImageEncoder>, std::allocator<cv::Ptr<cv::BaseImageEncoder> > >::~vector()
  0.00     69.00     0.00        1     0.00     0.00  cvRegisterModule
  0.00     69.00     0.00        1     0.00     0.00  cvSaveImage
  0.00     69.00     0.00        1     0.00     0.00  cvSetImageIOFunctions
  0.00     69.00     0.00        1     0.00    62.94  main

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.01% of 69.00 seconds

index % time    self  children    called     name
                0.00   62.94       1/1           __libc_start_main [2]
[1]     91.2    0.00   62.94       1         main [1]
                0.00   62.56       7/7           calcMSSSIM::compare(_IplImage*, _IplImage*, Colorspace) [3]
                0.00    0.16       2/2           cvLoadImage [51]
                0.00    0.15       1/176         cvSmooth [5]
                0.00    0.07       2/32          cvCvtColor [38]
                0.00    0.00       7/7           CoreFunctions::printCvScalar(CvScalar, Colorspace, int) [2239]
                0.00    0.00       5/860         cvReleaseImage [72]
                0.00    0.00       3/103         cvSize(int, int) [2229]
                0.00    0.00       3/840         cvCreateImage [74]
                0.00    0.00       3/3           calcMSSSIM::calcMSSSIM() [2253]
                0.00    0.00       3/3           calcMSSSIM::~calcMSSSIM() [2254]
                0.00    0.00       1/1           cvSaveImage [83]
-----------------------------------------------
                                                 <spontaneous>
[2]     91.2    0.00   62.94                 __libc_start_main [2]
                0.00   62.94       1/1           main [1]
-----------------------------------------------
                0.00   62.56       7/7           main [1]
[3]     90.7    0.00   62.56       7         calcMSSSIM::compare(_IplImage*, _IplImage*, Colorspace) [3]
                0.00   61.27      35/35          calcSSIM::compare(_IplImage*, _IplImage*, Colorspace) [4]
                0.00    1.29      70/70          cvResize [36]
                0.00    0.00      70/70          __gnu_cxx::__promote_2<__gnu_cxx::__enable_if<std::__traitand<std::__is_arithmetic<int>, std::__is_arithmetic<int> >::__value, int>::__type, int>::__type std::pow<int, int>(int, int) [2231]
                0.00    0.00      70/840         cvCreateImage [74]
                0.00    0.00      70/860         cvReleaseImage [72]
                0.00    0.00      35/103         cvSize(int, int) [2229]
                0.00    0.00      35/35          calcSSIM::getMSSIM() [2235]
                0.00    0.00      35/35          calcSSIM::getMeanCSvalue() [2234]
                0.00    0.00      35/35          calcSSIM::getSSIM_map() [2232]
                0.00    0.00      35/35          calcSSIM::releaseCS_map() [2233]
                0.00    0.00       7/7           calcSSIM::calcSSIM() [2248]
                0.00    0.00       7/7           calcSSIM::setK1(double) [2246]
                0.00    0.00       7/7           calcSSIM::setK2(double) [2247]
                0.00    0.00       7/7           calcSSIM::setGaussian_window(int) [2244]
                0.00    0.00       7/7           calcSSIM::setGaussian_sigma(int) [2243]
                0.00    0.00       7/7           calcSSIM::setL(int) [2245]
-----------------------------------------------
                0.00   61.27      35/35          calcMSSSIM::compare(_IplImage*, _IplImage*, Colorspace) [3]
[4]     88.8    0.00   61.27      35         calcSSIM::compare(_IplImage*, _IplImage*, Colorspace) [4]
                0.00   26.52     175/176         cvSmooth [5]
                0.00    7.93     140/140         cvPow [14]
                0.00    7.93     140/140         cvMul [13]
                0.00    6.34      70/70          cvDiv [17]
                0.00    4.20     105/105         cvSub [25]
                0.00    2.80      70/70          cvAdd [29]
                0.00    1.91     140/140         cvAddS [32]
                0.00    1.78     140/140         cvConvertScale [35]
                0.00    1.02      70/70          SimilarityMetric::colorspaceConversion(_IplImage*, Colorspace) [39]
                0.00    0.84      70/70          cvAvg [40]
                0.00    0.00     735/840         cvCreateImage [74]
                0.00    0.00     735/860         cvReleaseImage [72]
                0.00    0.00     140/140         cvScalarAll(double) [2226]
                0.00    0.00      35/103         cvSize(int, int) [2229]
-----------------------------------------------
                0.00    0.15       1/176         main [1]
                0.00   26.52     175/176         calcSSIM::compare(_IplImage*, _IplImage*, Colorspace) [4]
[5]     38.7    0.00   26.67     176         cvSmooth [5]
                0.00   26.67     176/176         cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int) [6]
                0.00    0.00     352/352         cv::cvarrToMat(void const*, bool, bool, int) [2209]
-----------------------------------------------
                0.00   26.67     176/176         cvSmooth [5]
[6]     38.7    0.00   26.67     176         cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int) [6]
                0.00   22.15     176/176         cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool) [7]
                0.00    4.51     176/176         cv::createGaussianFilter(int, cv::Size_<int>, double, double, int) [21]
                0.01    0.00     176/176         cv::FilterEngine::~FilterEngine() [64]
                0.00    0.00     176/1072        cv::fastFree(void*) [2206]
-----------------------------------------------
                0.00   22.15     176/176         cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int) [6]
[7]     32.1    0.00   22.15     176         cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool) [7]
                0.06   22.09     176/176         cv::FilterEngine::proceed(unsigned char const*, int, int, unsigned char*, int) [8]
                0.00    0.00     176/176         cv::FilterEngine::start(cv::Mat const&, cv::Rect_<int> const&, bool, int) [67]
-----------------------------------------------
                0.06   22.09     176/176         cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool) [7]
[8]     32.1    0.06   22.09     176         cv::FilterEngine::proceed(unsigned char const*, int, int, unsigned char*, int) [8]
               13.13    0.00   67830/67830       cv::SymmColumnFilter<cv::Cast<float, float>, cv::SymmColumnVec_32f>::operator()(unsigned char const**, unsigned char*, int, int, int) [11]
                8.47    0.00  271250/271250      cv::RowFilter<float, float, cv::RowVec_32f>::operator()(unsigned char const*, unsigned char*, int, int) [12]
                0.23    0.00    4000/4000        cv::RowFilter<unsigned char, int, cv::RowVec_8u32s>::operator()(unsigned char const*, unsigned char*, int, int) [48]
                0.23    0.00    1000/1000        cv::SymmColumnFilter<cv::FixedPtCastEx<int, unsigned char>, cv::SymmColumnVec_32s8u>::operator()(unsigned char const**, unsigned char*, int, int, int) [49]
                0.03    0.00  965310/967070      cv::borderInterpolate(int, int, int) [58]
-----------------------------------------------
                0.00    7.93     140/280         cvMul [13]
                0.00    7.93     140/280         cv::pow(cv::Mat const&, double, cv::Mat&) [15]
[9]     23.0    0.00   15.86     280         cv::multiply(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [9]
               15.86    0.00     280/280         void cv::mul_<float, float>(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [10]
-----------------------------------------------
               15.86    0.00     280/280         cv::multiply(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [9]
[10]    23.0   15.86    0.00     280         void cv::mul_<float, float>(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [10]
-----------------------------------------------
