Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.38     42.19     0.16     8000     0.00     0.00  icvCvt_BGR2RGB_8u_C3R(unsigned char const*, int, unsigned char*, int, CvSize)
  0.31     42.32     0.13                             jpeg_idct_islow
  0.16     42.39     0.07                             decode_mcu
  0.07     42.42     0.03       31     0.00     0.45  cv::FilterEngine::proceed(unsigned char const*, int, int, unsigned char*, int)
  0.07     42.45     0.03                             brk
  0.05     42.47     0.02                             __read_nocancel
  0.02     42.48     0.01      405     0.00     0.00  cvFree_
  0.02     42.49     0.01                             __open_nocancel
  0.02     42.50     0.01                             decompress_onepass
  0.02     42.51     0.01                             jpeg_fill_bit_buffer
  0.02     42.52     0.01                             jpeg_huff_decode
  0.00     42.52     0.00   434620     0.00     0.00  cv::borderInterpolate(int, int, int)
  0.00     42.52     0.00     4001     0.00     0.00  cv::WLByteStream::putBytes(void const*, int)
  0.00     42.52     0.00     1465     0.00     0.00  cv::WBaseStream::writeBlock()
  0.00     42.52     0.00      433     0.00     0.00  cv::Mat::release()
  0.00     42.52     0.00      419     0.00     0.00  cv::Mat::Mat(_IplImage const*, bool)
  0.00     42.52     0.00      286     0.00     0.00  cvAlloc
  0.00     42.52     0.00      246     0.00     0.00  cv::cvarrToMat(void const*, bool, bool, int)
  0.00     42.52     0.00      202     0.00     0.00  cv::fastMalloc(unsigned long)
  0.00     42.52     0.00      202     0.00     0.00  cv::fastFree(void*)
  0.00     42.52     0.00      168     0.00     0.00  cv::Mat::create(int, int, int)
  0.00     42.52     0.00      143     0.00     0.00  cvCreateData
  0.00     42.52     0.00      135     0.00     0.00  cvCreateImage
  0.00     42.52     0.00      135     0.00     0.00  cvInitImageHeader
  0.00     42.52     0.00      135     0.00     0.00  cvReleaseData
  0.00     42.52     0.00      135     0.00     0.00  cvReleaseImage
  0.00     42.52     0.00      135     0.00     0.00  cvReleaseImageHeader
  0.00     42.52     0.00      120     0.00     0.00  cv::Mat::operator=(cv::Mat const&)
  0.00     42.52     0.00       89     0.00     0.04  cv::Mat::convertTo(cv::Mat&, int, double, double) const
  0.00     42.52     0.00       62     0.00     0.04  cv::getKernelType(cv::Mat const&, cv::Point_<int>)
  0.00     42.52     0.00       62     0.00     0.00  cv::cvarrToMat(void const*, bool, bool, int)
  0.00     42.52     0.00       62     0.00     0.00  void cv::cvt_<float, double>(cv::Mat const&, cv::Mat&)
  0.00     42.52     0.00       62     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned long, unsigned char const&)
  0.00     42.52     0.00       48     0.00     0.21  cv::multiply(cv::Mat const&, cv::Mat const&, cv::Mat&, double)
  0.00     42.52     0.00       48     0.00     0.00  cv::cvarrToMat(void const*, bool, bool, int)
  0.00     42.52     0.00       48     0.00     0.00  cv::cvarrToMat(void const*, bool, bool, int)
  0.00     42.52     0.00       31     0.00     0.00  cv::FilterEngine::init(cv::Ptr<cv::BaseFilter> const&, cv::Ptr<cv::BaseRowFilter> const&, cv::Ptr<cv::BaseColumnFilter> const&, int, int, int, int, int, cv::Scalar_<double> const&)
  0.00     42.52     0.00       31     0.00     0.45  cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool)
  0.00     42.52     0.00       31     0.00     0.00  cv::FilterEngine::start(cv::Size_<int>, cv::Rect_<int>, int)
  0.00     42.52     0.00       31     0.00     0.00  cv::FilterEngine::start(cv::Mat const&, cv::Rect_<int> const&, bool, int)
  0.00     42.52     0.00       31     0.00     0.00  cv::FilterEngine::FilterEngine(cv::Ptr<cv::BaseFilter> const&, cv::Ptr<cv::BaseRowFilter> const&, cv::Ptr<cv::BaseColumnFilter> const&, int, int, int, int, int, cv::Scalar_<double> const&)
  0.00     42.52     0.00       31     0.00     0.00  cv::FilterEngine::~FilterEngine()
  0.00     42.52     0.00       31     0.00     0.54  cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int)
  0.00     42.52     0.00       31     0.00     0.00  cv::BaseColumnFilter::reset()
  0.00     42.52     0.00       31     0.00     0.00  cv::getGaussianKernel(int, double, int)
  0.00     42.52     0.00       31     0.00     0.00  cv::getLinearRowFilter(int, int, cv::Mat const&, int, int)
  0.00     42.52     0.00       31     0.00     0.09  cv::createGaussianFilter(int, cv::Size_<int>, double, double, int)
  0.00     42.52     0.00       31     0.00     0.00  cv::getLinearColumnFilter(int, int, cv::Mat const&, int, int, double, int)
  0.00     42.52     0.00       31     0.00     0.09  cv::createSeparableLinearFilter(int, int, cv::Mat const&, cv::Mat const&, cv::Point_<int>, double, int, int, cv::Scalar_<double> const&)
  0.00     42.52     0.00       31     0.00     0.00  std::vector<unsigned char*, std::allocator<unsigned char*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned char**, std::vector<unsigned char*, std::allocator<unsigned char*> > >, unsigned long, unsigned char* const&)
  0.00     42.52     0.00       31     0.00     0.00  std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&)
  0.00     42.52     0.00       31     0.00     0.54  cvSmooth
  0.00     42.52     0.00       30     0.00     0.00  cv::SymmColumnFilter<cv::Cast<float, float>, cv::SymmColumnVec_32f>::SymmColumnFilter(cv::Mat const&, int, double, int, cv::Cast<float, float> const&, cv::SymmColumnVec_32f const&)
  0.00     42.52     0.00       30     0.00     0.00  cv::SymmColumnFilter<cv::Cast<float, float>, cv::SymmColumnVec_32f>::~SymmColumnFilter()
  0.00     42.52     0.00       30     0.00     0.00  cv::Ptr<cv::BaseRowFilter>::Ptr(cv::BaseRowFilter*)
  0.00     42.52     0.00       30     0.00     0.00  cv::Ptr<cv::BaseColumnFilter>::Ptr(cv::BaseColumnFilter*)
  0.00     42.52     0.00       30     0.00     0.00  cv::RowFilter<float, float, cv::RowVec_32f>::~RowFilter()
  0.00     42.52     0.00       30     0.00     0.15  cv::binaryMaskOp(cv::Mat const&, cv::Mat const&, cv::Mat&, cv::Mat const&, void (*)(cv::Mat const&, cv::Mat const&, cv::Mat&))
  0.00     42.52     0.00       24     0.00     0.00  cvScalarAll(double)
  0.00     42.52     0.00       24     0.00     0.21  cv::pow(cv::Mat const&, double, cv::Mat&)
  0.00     42.52     0.00       24     0.00     0.05  cv::binarySMaskOp(cv::Mat const&, cv::Scalar_<double> const&, cv::Mat&, cv::Mat const&, void (*)(cv::Mat const&, cv::Mat&, cv::Scalar_<double> const&))
  0.00     42.52     0.00       24     0.00     0.00  void cv::Scalar_<double>::convertTo<float>(float*, int, int) const
  0.00     42.52     0.00       24     0.00     0.05  cvAddS
  0.00     42.52     0.00       24     0.00     0.04  cvConvertScale
  0.00     42.52     0.00       24     0.00     0.21  cvMul
  0.00     42.52     0.00       24     0.00     0.21  cvPow
  0.00     42.52     0.00       18     0.00     0.15  cvSub
  0.00     42.52     0.00       13     0.00     0.00  cvSize(int, int)
  0.00     42.52     0.00       12     0.00     0.04  SimilarityMetric::colorspaceConversion(_IplImage*, Colorspace)
  0.00     42.52     0.00       12     0.00     0.00  cv::WLByteStream::putDWord(int)
  0.00     42.52     0.00       12     0.00     0.04  cv::sum(cv::Mat const&)
  0.00     42.52     0.00       12     0.00     0.31  cv::divide(cv::Mat const&, cv::Mat const&, cv::Mat&, double)
  0.00     42.52     0.00       12     0.00     0.00  cv::cvarrToMat(void const*, bool, bool, int)
  0.00     42.52     0.00       12     0.00     0.15  cvAdd
  0.00     42.52     0.00       12     0.00     0.04  cvAvg
  0.00     42.52     0.00       12     0.00     0.31  cvDiv
  0.00     42.52     0.00       12     0.00     0.00  cvGetErrStatus
  0.00     42.52     0.00       12     0.00     0.00  cvGetImageCOI
  0.00     42.52     0.00       12     0.00     0.00  cvGetMat
  0.00     42.52     0.00       12     0.00     0.00  cvInitMatHeader
  0.00     42.52     0.00       10     0.00     0.00  cv::BaseImageDecoder::signatureLength() const
  0.00     42.52     0.00        8     0.00     0.00  cvCloneImage
  0.00     42.52     0.00        7     0.00     0.00  cv::BaseImageDecoder::BaseImageDecoder()
  0.00     42.52     0.00        7     0.00     0.00  CvType::CvType(char const*, int (*)(void const*), void (*)(void**), void* (*)(CvFileStorage*, CvFileNode*), void (*)(CvFileStorage*, char const*, void const*, CvAttrList), void* (*)(void const*))
  0.00     42.52     0.00        7     0.00     0.00  CvType::~CvType()
  0.00     42.52     0.00        7     0.00     0.00  cvRegisterType
  0.00     42.52     0.00        6     0.00     0.00  CoreFunctions::printCvScalar(CvScalar, Colorspace, int)
  0.00     42.52     0.00        6     0.00     0.00  cv::BaseImageEncoder::BaseImageEncoder()
  0.00     42.52     0.00        6     0.00     6.31  calcSSIM::compare(_IplImage*, _IplImage*, Colorspace)
  0.00     42.52     0.00        6     0.00     0.11  cvCvtColor
  0.00     42.52     0.00        4     0.00     0.00  cv::BaseImageDecoder::checkSignature(std::string const&) const
  0.00     42.52     0.00        4     0.00     0.00  std::vector<cv::Ptr<cv::BaseImageDecoder>, std::allocator<cv::Ptr<cv::BaseImageDecoder> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Ptr<cv::BaseImageDecoder>*, std::vector<cv::Ptr<cv::BaseImageDecoder>, std::allocator<cv::Ptr<cv::BaseImageDecoder> > > >, cv::Ptr<cv::BaseImageDecoder> const&)
  0.00     42.52     0.00        4     0.00     0.00  std::vector<cv::Ptr<cv::BaseImageEncoder>, std::allocator<cv::Ptr<cv::BaseImageEncoder> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Ptr<cv::BaseImageEncoder>*, std::vector<cv::Ptr<cv::BaseImageEncoder>, std::allocator<cv::Ptr<cv::BaseImageEncoder> > > >, cv::Ptr<cv::BaseImageEncoder> const&)
  0.00     42.52     0.00        3     0.00     0.00  cv::JpegDecoder::~JpegDecoder()
  0.00     42.52     0.00        3     0.00     0.00  cv::RBaseStream::RBaseStream()
  0.00     42.52     0.00        3     0.00     0.00  cv::cvarrToMat(void const*, bool, bool, int)
  0.00     42.52     0.00        2     0.00     0.00  cv::BmpEncoder::~BmpEncoder()
  0.00     42.52     0.00        2     0.00     0.00  cv::JpegDecoder::readHeader()
  0.00     42.52     0.00        2     0.00     0.08  cv::JpegDecoder::readData(cv::Mat&)
  0.00     42.52     0.00        2     0.00     0.00  cv::WBaseStream::close()
  0.00     42.52     0.00        2     0.00     0.00  cv::findDecoder(std::string const&)
  0.00     42.52     0.00        2     0.00     0.00  cv::RLByteStream::~RLByteStream()
  0.00     42.52     0.00        2     0.00     0.00  cv::WLByteStream::putWord(int)
  0.00     42.52     0.00        2     0.00     0.00  cv::BaseImageDecoder::setSource(std::string const&)
  0.00     42.52     0.00        2     0.00     0.08  cv::imread_(std::string const&, int, int, cv::Mat*)
  0.00     42.52     0.00        2     0.00     0.00  void cv::cvtScale_<float, cv::OpCvt<float, int> >(cv::Mat const&, cv::Mat&, double, double)
  0.00     42.52     0.00        2     0.00     0.00  calcSSIM::releaseCS_map()
  0.00     42.52     0.00        2     0.00     0.00  calcSSIM::releaseSSIM_map()
  0.00     42.52     0.00        2     0.00     0.00  cv::PxMDecoder::signatureLength() const
  0.00     42.52     0.00        2     0.00     0.00  cv::JpegDecoder::newDecoder() const
  0.00     42.52     0.00        2     0.00     0.00  cv::TiffDecoder::signatureLength() const
  0.00     42.52     0.00        2     0.00     0.08  cvLoadImage
  0.00     42.52     0.00        1     0.00     0.00  global constructors keyed to _ZN2cv11FileStorage20getDefaultObjectNameERKSs
  0.00     42.52     0.00        1     0.00     0.00  global constructors keyed to _ZN2cv11bitwise_andERKNS_3MatES2_RS0_S2_
  0.00     42.52     0.00        1     0.00     0.00  global constructors keyed to _ZN2cv11findDecoderERKSs
  0.00     42.52     0.00        1     0.00     0.00  global constructors keyed to _ZN2cv16useOptimizedFlagE
  0.00     42.52     0.00        1     0.00     0.00  global constructors keyed to main
  0.00     42.52     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00     42.52     0.00        1     0.00     0.00  SimilarityMetric::SimilarityMetric()
  0.00     42.52     0.00        1     0.00     0.00  cv::BmpDecoder::BmpDecoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::BmpDecoder::~BmpDecoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::BmpEncoder::write(cv::Mat const&, std::vector<int, std::allocator<int> > const&)
  0.00     42.52     0.00        1     0.00     0.00  cv::BmpEncoder::BmpEncoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::PxMDecoder::PxMDecoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::PxMDecoder::~PxMDecoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::PxMEncoder::PxMEncoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::PxMEncoder::~PxMEncoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::JpegDecoder::JpegDecoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::JpegEncoder::JpegEncoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::JpegEncoder::~JpegEncoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::RBaseStream::close()
  0.00     42.52     0.00        1     0.00     0.00  cv::TiffDecoder::TiffDecoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::TiffDecoder::~TiffDecoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::TiffEncoder::TiffEncoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::TiffEncoder::~TiffEncoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::WBaseStream::open(std::string const&)
  0.00     42.52     0.00        1     0.00     0.00  cv::WBaseStream::allocate()
  0.00     42.52     0.00        1     0.00     0.00  cv::WBaseStream::WBaseStream()
  0.00     42.52     0.00        1     0.00     0.00  cv::findEncoder(std::string const&)
  0.00     42.52     0.00        1     0.00     0.00  cv::ColumnFilter<cv::FixedPtCastEx<int, unsigned char>, cv::SymmColumnVec_32s8u>::ColumnFilter(cv::Mat const&, int, double, cv::FixedPtCastEx<int, unsigned char> const&, cv::SymmColumnVec_32s8u const&)
  0.00     42.52     0.00        1     0.00     0.00  cv::RMByteStream::~RMByteStream()
  0.00     42.52     0.00        1     0.00     0.00  cv::WLByteStream::~WLByteStream()
  0.00     42.52     0.00        1     0.00     0.00  cv::BaseImageEncoder::setDestination(std::string const&)
  0.00     42.52     0.00        1     0.00     0.00  cv::SunRasterDecoder::SunRasterDecoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::SunRasterDecoder::~SunRasterDecoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::SunRasterEncoder::SunRasterEncoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::SunRasterEncoder::~SunRasterEncoder()
  0.00     42.52     0.00        1     0.00     0.00  cv::SymmColumnFilter<cv::FixedPtCastEx<int, unsigned char>, cv::SymmColumnVec_32s8u>::~SymmColumnFilter()
  0.00     42.52     0.00        1     0.00     0.00  cv::ImageCodecInitializer::ImageCodecInitializer()
  0.00     42.52     0.00        1     0.00     0.00  cv::RowFilter<unsigned char, int, cv::RowVec_8u32s>::~RowFilter()
  0.00     42.52     0.00        1     0.00     0.00  cv::imwrite_(std::string const&, cv::Mat const&, std::vector<int, std::allocator<int> > const&, bool)
  0.00     42.52     0.00        1     0.00     0.00  void cv::cvtScale_<int, cv::OpCvt<float, float> >(cv::Mat const&, cv::Mat&, double, double)
  0.00     42.52     0.00        1     0.00     0.00  CvModule::~CvModule()
  0.00     42.52     0.00        1     0.00     0.00  calcSSIM::calcSSIM()
  0.00     42.52     0.00        1     0.00     0.00  cv::BmpEncoder::newEncoder() const
  0.00     42.52     0.00        1     0.00     0.00  cv::BaseImageEncoder::getDescription() const
  0.00     42.52     0.00        1     0.00     0.00  cv::BaseImageEncoder::isFormatSupported(int) const
  0.00     42.52     0.00        1     0.00     0.00  std::vector<cv::Ptr<cv::BaseImageDecoder>, std::allocator<cv::Ptr<cv::BaseImageDecoder> > >::~vector()
  0.00     42.52     0.00        1     0.00     0.00  std::vector<cv::Ptr<cv::BaseImageEncoder>, std::allocator<cv::Ptr<cv::BaseImageEncoder> > >::~vector()
  0.00     42.52     0.00        1     0.00     0.00  cvRegisterModule
  0.00     42.52     0.00        1     0.00     0.00  cvSaveImage
  0.00     42.52     0.00        1     0.00     0.00  cvSetImageIOFunctions
  0.00     42.52     0.00        1     0.00    38.76  main

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.02% of 42.52 seconds

index % time    self  children    called     name
                0.00   38.76       1/1           __libc_start_main [2]
[1]     91.2    0.00   38.76       1         main [1]
                0.00   37.84       6/6           calcSSIM::compare(_IplImage*, _IplImage*, Colorspace) [3]
                0.00    0.54       1/31          cvSmooth [4]
                0.00    0.22       2/6           cvCvtColor [35]
                0.00    0.16       2/2           cvLoadImage [48]
                0.00    0.00       5/135         cvReleaseImage [58]
                0.00    0.00       2/2           calcSSIM::releaseSSIM_map() [66]
                0.00    0.00       2/2           calcSSIM::releaseCS_map() [65]
                0.00    0.00       6/6           CoreFunctions::printCvScalar(CvScalar, Colorspace, int) [2225]
                0.00    0.00       3/13          cvSize(int, int) [2218]
                0.00    0.00       3/135         cvCreateImage [69]
                0.00    0.00       1/1           cvSaveImage [78]
                0.00    0.00       1/1           calcSSIM::calcSSIM() [2285]
-----------------------------------------------
                                                 <spontaneous>
[2]     91.2    0.00   38.76                 __libc_start_main [2]
                0.00   38.76       1/1           main [1]
-----------------------------------------------
                0.00   37.84       6/6           main [1]
[3]     89.0    0.00   37.84       6         calcSSIM::compare(_IplImage*, _IplImage*, Colorspace) [3]
                0.00   16.15      30/31          cvSmooth [4]
                0.00    5.13      24/24          cvPow [12]
                0.00    5.13      24/24          cvMul [11]
                0.00    3.72      12/12          cvDiv [17]
                0.00    2.77      18/18          cvSub [23]
                0.00    1.85      12/12          cvAdd [26]
                0.00    1.12      24/24          cvAddS [31]
                0.00    1.04      24/24          cvConvertScale [34]
                0.00    0.49      12/12          cvAvg [36]
                0.00    0.43      12/12          SimilarityMetric::colorspaceConversion(_IplImage*, Colorspace) [38]
                0.00    0.01     126/135         cvReleaseImage [58]
                0.00    0.00     126/135         cvCreateImage [69]
                0.00    0.00      24/24          cvScalarAll(double) [2216]
                0.00    0.00       6/13          cvSize(int, int) [2218]
-----------------------------------------------
                0.00    0.54       1/31          main [1]
                0.00   16.15      30/31          calcSSIM::compare(_IplImage*, _IplImage*, Colorspace) [3]
[4]     39.3    0.00   16.69      31         cvSmooth [4]
                0.00   16.69      31/31          cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int) [5]
                0.00    0.00      62/62          cv::cvarrToMat(void const*, bool, bool, int) [2196]
-----------------------------------------------
                0.00   16.69      31/31          cvSmooth [4]
[5]     39.3    0.00   16.69      31         cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int) [5]
                0.00   13.88      31/31          cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool) [6]
                0.00    2.81      31/31          cv::createGaussianFilter(int, cv::Size_<int>, double, double, int) [21]
                0.00    0.00      31/202         cv::fastFree(void*) [2193]
                0.00    0.00      31/31          cv::FilterEngine::~FilterEngine() [2205]
-----------------------------------------------
                0.00   13.88      31/31          cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int) [5]
[6]     32.6    0.00   13.88      31         cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool) [6]
                0.03   13.85      31/31          cv::FilterEngine::proceed(unsigned char const*, int, int, unsigned char*, int) [7]
                0.00    0.00      31/31          cv::FilterEngine::start(cv::Mat const&, cv::Rect_<int> const&, bool, int) [2203]
-----------------------------------------------
                0.03   13.85      31/31          cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool) [6]
[7]     32.6    0.03   13.85      31         cv::FilterEngine::proceed(unsigned char const*, int, int, unsigned char*, int) [7]
                8.54    0.00   30000/30000       cv::SymmColumnFilter<cv::Cast<float, float>, cv::SymmColumnVec_32f>::operator()(unsigned char const**, unsigned char*, int, int, int) [10]
                4.82    0.00  120000/120000      cv::RowFilter<float, float, cv::RowVec_32f>::operator()(unsigned char const*, unsigned char*, int, int) [14]
                0.29    0.00    4000/4000        cv::RowFilter<unsigned char, int, cv::RowVec_8u32s>::operator()(unsigned char const*, unsigned char*, int, int) [41]
                0.20    0.00    1000/1000        cv::SymmColumnFilter<cv::FixedPtCastEx<int, unsigned char>, cv::SymmColumnVec_32s8u>::operator()(unsigned char const**, unsigned char*, int, int, int) [45]
                0.00    0.00  434310/434620      cv::borderInterpolate(int, int, int) [2186]
-----------------------------------------------
                0.00    5.13      24/48          cvMul [11]
                0.00    5.13      24/48          cv::pow(cv::Mat const&, double, cv::Mat&) [13]
[8]     24.1    0.00   10.26      48         cv::multiply(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [8]
               10.26    0.00      48/48          void cv::mul_<float, float>(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [9]
-----------------------------------------------
               10.26    0.00      48/48          cv::multiply(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [8]
[9]     24.1   10.26    0.00      48         void cv::mul_<float, float>(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [9]
-----------------------------------------------
                8.54    0.00   30000/30000       cv::FilterEngine::proceed(unsigned char const*, int, int, unsigned char*, int) [7]
[10]    20.1    8.54    0.00   30000         cv::SymmColumnFilter<cv::Cast<float, float>, cv::SymmColumnVec_32f>::operator()(unsigned char const**, unsigned char*, int, int, int) [10]
-----------------------------------------------
                0.00    5.13      24/24          calcSSIM::compare(_IplImage*, _IplImage*, Colorspace) [3]
[11]    12.1    0.00    5.13      24         cvMul [11]
                0.00    5.13      24/48          cv::multiply(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [8]
                0.00    0.00      72/246         cv::cvarrToMat(void const*, bool, bool, int) [2191]
                0.00    0.00      72/433         cv::Mat::release() [2189]
-----------------------------------------------
                0.00    5.13      24/24          calcSSIM::compare(_IplImage*, _IplImage*, Colorspace) [3]
[12]    12.1    0.00    5.13      24         cvPow [12]
                0.00    5.13      24/24          cv::pow(cv::Mat const&, double, cv::Mat&) [13]
                0.00    0.00      48/48          cv::cvarrToMat(void const*, bool, bool, int) [2200]
-----------------------------------------------
                0.00    5.13      24/24          cvPow [12]
[13]    12.1    0.00    5.13      24         cv::pow(cv::Mat const&, double, cv::Mat&) [13]
                0.00    5.13      24/48          cv::multiply(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [8]
                0.00    0.00      24/168         cv::Mat::create(int, int, int) [2194]
-----------------------------------------------
                4.82    0.00  120000/120000      cv::FilterEngine::proceed(unsigned char const*, int, int, unsigned char*, int) [7]
[14]    11.3    4.82    0.00  120000         cv::RowFilter<float, float, cv::RowVec_32f>::operator()(unsigned char const*, unsigned char*, int, int) [14]
-----------------------------------------------
                0.00    1.85      12/30          cvAdd [26]
                0.00    2.77      18/30          cvSub [23]
[15]    10.9    0.00    4.62      30         cv::binaryMaskOp(cv::Mat const&, cv::Mat const&, cv::Mat&, cv::Mat const&, void (*)(cv::Mat const&, cv::Mat const&, cv::Mat&)) [15]
                2.95    0.00      12/12          void cv::binaryOpC1_<cv::OpAdd<float, float, float>, cv::VBinOp32f<cv::_VAdd32f> >(cv::Mat const&, cv::Mat const&, cv::Mat&) [20]
                1.67    0.00      18/18          void cv::binaryOpC1_<cv::OpSub<float, float, float>, cv::VBinOp32f<cv::_VSub32f> >(cv::Mat const&, cv::Mat const&, cv::Mat&) [28]
-----------------------------------------------
                0.00    0.04       1/89          cv::getLinearColumnFilter(int, int, cv::Mat const&, int, int, double, int) [54]
                0.00    0.09       2/89          cv::createSeparableLinearFilter(int, int, cv::Mat const&, cv::Mat const&, cv::Point_<int>, double, int, int, cv::Scalar_<double> const&) [22]
                0.00    1.04      24/89          cvConvertScale [34]
                0.00    2.68      62/89          cv::getKernelType(cv::Mat const&, cv::Point_<int>) [24]
[16]     9.1    0.00    3.85      89         cv::Mat::convertTo(cv::Mat&, int, double, double) const [16]
