Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      7.77     0.00        1     0.00     0.00  cv::ImageCodecInitializer::ImageCodecInitializer()
  0.00      7.77     0.00        1     0.00     0.12  cv::getLinearColumnFilter(int, int, cv::Mat const&, int, int, double, int)
  0.00      7.77     0.00        1     0.00     0.58  cv::createSeparableLinearFilter(int, int, cv::Mat const&, cv::Mat const&, cv::Point_<int>, double, int, int, cv::Scalar_<double> const&)
  0.00      7.77     0.00        1     0.00     0.00  cv::RowFilter<unsigned char, int, cv::RowVec_8u32s>::~RowFilter()
  0.00      7.77     0.00        1     0.00     0.00  cv::imwrite_(std::string const&, cv::Mat const&, std::vector<int, std::allocator<int> > const&, bool)
  0.00      7.77     0.00        1     0.00     0.00  void cv::cvtScale_<int, cv::OpCvt<float, float> >(cv::Mat const&, cv::Mat&, double, double)
  0.00      7.77     0.00        1     0.00     0.00  CvModule::~CvModule()
  0.00      7.77     0.00        1     0.00     0.00  calcPSNR::calcPSNR()
  0.00      7.77     0.00        1     0.00     0.00  cv::BmpEncoder::newEncoder() const
  0.00      7.77     0.00        1     0.00     0.00  cv::BaseImageEncoder::getDescription() const
  0.00      7.77     0.00        1     0.00     0.00  cv::BaseImageEncoder::isFormatSupported(int) const
  0.00      7.77     0.00        1     0.00     0.00  std::vector<cv::Ptr<cv::BaseImageDecoder>, std::allocator<cv::Ptr<cv::BaseImageDecoder> > >::~vector()
  0.00      7.77     0.00        1     0.00     0.00  std::vector<cv::Ptr<cv::BaseImageEncoder>, std::allocator<cv::Ptr<cv::BaseImageEncoder> > >::~vector()
  0.00      7.77     0.00        1     0.00     0.00  std::vector<unsigned char*, std::allocator<unsigned char*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned char**, std::vector<unsigned char*, std::allocator<unsigned char*> > >, unsigned long, unsigned char* const&)
  0.00      7.77     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&)
  0.00      7.77     0.00        1     0.00     0.00  cvRegisterModule
  0.00      7.77     0.00        1     0.00     0.00  cvSaveImage
  0.00      7.77     0.00        1     0.00     0.00  cvSetImageIOFunctions
  0.00      7.77     0.00        1     0.00     1.07  cvSmooth
  0.00      7.77     0.00        1     0.00     6.14  main

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.13% of 7.77 seconds

index % time    self  children    called     name
                0.00    6.14       1/1           __libc_start_main [2]
[1]     79.0    0.00    6.14       1         main [1]
                0.00    4.67       6/6           calcPSNR::compare(_IplImage*, _IplImage*, Colorspace) [3]
                0.00    1.07       1/1           cvSmooth [14]
                0.00    0.21       2/6           cvCvtColor [16]
                0.00    0.19       2/2           cvLoadImage [33]
                0.00    0.00       6/6           CoreFunctions::printCvScalar(CvScalar, Colorspace, int) [2195]
                0.00    0.00       5/41          cvReleaseImage [52]
                0.00    0.00       3/13          cvSize(int, int) [2188]
                0.00    0.00       3/33          cvCreateImage [54]
                0.00    0.00       1/1           cvSaveImage [63]
                0.00    0.00       1/1           calcPSNR::calcPSNR() [2267]
-----------------------------------------------
                                                 <spontaneous>
[2]     79.0    0.00    6.14                 __libc_start_main [2]
                0.00    6.14       1/1           main [1]
-----------------------------------------------
                0.00    4.67       6/6           main [1]
[3]     60.2    0.00    4.67       6         calcPSNR::compare(_IplImage*, _IplImage*, Colorspace) [3]
                0.00    1.39      12/12          cvConvertScale [6]
                0.00    1.39       6/6           cvAbsDiff [7]
                0.00    1.22       6/6           cvPow [10]
                0.00    0.41      12/12          SimilarityMetric::colorspaceConversion(_IplImage*, Colorspace) [21]
                0.00    0.26       6/6           cvAvg [27]
                0.00    0.00      36/41          cvReleaseImage [52]
                0.00    0.00      24/33          cvCreateImage [54]
                0.00    0.00       6/13          cvSize(int, int) [2188]
-----------------------------------------------
                0.00    0.12       1/17          cv::getLinearColumnFilter(int, int, cv::Mat const&, int, int, double, int) [40]
                0.00    0.23       2/17          cv::getKernelType(cv::Mat const&, cv::Point_<int>) [29]
                0.00    0.23       2/17          cv::createSeparableLinearFilter(int, int, cv::Mat const&, cv::Mat const&, cv::Point_<int>, double, int, int, cv::Scalar_<double> const&) [18]
                0.00    1.39      12/17          cvConvertScale [6]
[4]     25.4    0.00    1.97      17         cv::Mat::convertTo(cv::Mat&, int, double, double) const [4]
                1.97    0.00      12/12          void cv::cvt_<unsigned char, float>(cv::Mat const&, cv::Mat&) [5]
                0.00    0.00      17/30          cv::Mat::create(int, int, int) [2182]
                0.00    0.00       2/2           void cv::cvtScale_<float, cv::OpCvt<float, int> >(cv::Mat const&, cv::Mat&, double, double) [2213]
                0.00    0.00       2/2           void cv::cvt_<float, double>(cv::Mat const&, cv::Mat&) [2212]
                0.00    0.00       1/1           void cv::cvtScale_<int, cv::OpCvt<float, float> >(cv::Mat const&, cv::Mat&, double, double) [2265]
-----------------------------------------------
                1.97    0.00      12/12          cv::Mat::convertTo(cv::Mat&, int, double, double) const [4]
[5]     25.4    1.97    0.00      12         void cv::cvt_<unsigned char, float>(cv::Mat const&, cv::Mat&) [5]
-----------------------------------------------
                0.00    1.39      12/12          calcPSNR::compare(_IplImage*, _IplImage*, Colorspace) [3]
[6]     17.9    0.00    1.39      12         cvConvertScale [6]
                0.00    1.39      12/17          cv::Mat::convertTo(cv::Mat&, int, double, double) const [4]
                0.00    0.00      24/24          cv::cvarrToMat(void const*, bool, bool, int) [2183]
-----------------------------------------------
                0.00    1.39       6/6           calcPSNR::compare(_IplImage*, _IplImage*, Colorspace) [3]
[7]     17.9    0.00    1.39       6         cvAbsDiff [7]
                0.00    1.39       6/6           cv::absdiff(cv::Mat const&, cv::Mat const&, cv::Mat&) [8]
                0.00    0.00      18/18          cv::cvarrToMat(void const*, bool, bool, int) [2187]
                0.00    0.00      18/19          cv::Mat::release() [2186]
-----------------------------------------------
                0.00    1.39       6/6           cvAbsDiff [7]
[8]     17.9    0.00    1.39       6         cv::absdiff(cv::Mat const&, cv::Mat const&, cv::Mat&) [8]
                1.39    0.00       6/6           void cv::binaryOpC1_<cv::OpAbsDiff<float>, cv::VBinOp32f<cv::_VAbsDiff32f> >(cv::Mat const&, cv::Mat const&, cv::Mat&) [9]
                0.00    0.00       6/30          cv::Mat::create(int, int, int) [2182]
-----------------------------------------------
                1.39    0.00       6/6           cv::absdiff(cv::Mat const&, cv::Mat const&, cv::Mat&) [8]
[9]     17.9    1.39    0.00       6         void cv::binaryOpC1_<cv::OpAbsDiff<float>, cv::VBinOp32f<cv::_VAbsDiff32f> >(cv::Mat const&, cv::Mat const&, cv::Mat&) [9]
-----------------------------------------------
                0.00    1.22       6/6           calcPSNR::compare(_IplImage*, _IplImage*, Colorspace) [3]
[10]    15.7    0.00    1.22       6         cvPow [10]
                0.00    1.22       6/6           cv::pow(cv::Mat const&, double, cv::Mat&) [11]
                0.00    0.00      12/12          cv::cvarrToMat(void const*, bool, bool, int) [2190]
-----------------------------------------------
                0.00    1.22       6/6           cvPow [10]
[11]    15.7    0.00    1.22       6         cv::pow(cv::Mat const&, double, cv::Mat&) [11]
                0.00    1.22       6/6           cv::multiply(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [12]
                0.00    0.00       6/30          cv::Mat::create(int, int, int) [2182]
-----------------------------------------------
                0.00    1.22       6/6           cv::pow(cv::Mat const&, double, cv::Mat&) [11]
[12]    15.7    0.00    1.22       6         cv::multiply(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [12]
                1.22    0.00       6/6           void cv::mul_<float, float>(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [13]
-----------------------------------------------
                1.22    0.00       6/6           cv::multiply(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [12]
[13]    15.7    1.22    0.00       6         void cv::mul_<float, float>(cv::Mat const&, cv::Mat const&, cv::Mat&, double) [13]
-----------------------------------------------
                0.00    1.07       1/1           main [1]
[14]    13.8    0.00    1.07       1         cvSmooth [14]
                0.00    1.07       1/1           cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int) [15]
                0.00    0.00       2/2           cv::cvarrToMat(void const*, bool, bool, int) [2211]
-----------------------------------------------
                0.00    1.07       1/1           cvSmooth [14]
[15]    13.8    0.00    1.07       1         cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int) [15]
                0.00    0.58       1/1           cv::createGaussianFilter(int, cv::Size_<int>, double, double, int) [17]
                0.00    0.49       1/1           cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool) [19]
                0.00    0.00       1/22          cv::fastFree(void*) [2185]
                0.00    0.00       1/1           cv::FilterEngine::~FilterEngine() [2250]
-----------------------------------------------
                0.00    0.21       2/6           main [1]
                0.00    0.41       4/6           SimilarityMetric::colorspaceConversion(_IplImage*, Colorspace) [21]
[16]     8.0    0.00    0.62       6         cvCvtColor [16]
                0.35    0.00       2/2           icvBGRx2YCrCb_8u_CnC3R(unsigned char const*, int, unsigned char*, int, CvSize, int, int) [24]
                0.27    0.00       4/4           icvBGRx2Gray_8u_CnC1R(unsigned char const*, int, unsigned char*, int, CvSize, int, int) [26]
                0.00    0.00      12/12          cvGetMat [57]
                0.00    0.00      12/12          cvGetErrStatus [56]
-----------------------------------------------
                0.00    0.58       1/1           cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int) [15]
[17]     7.5    0.00    0.58       1         cv::createGaussianFilter(int, cv::Size_<int>, double, double, int) [17]
                0.00    0.58       1/1           cv::createSeparableLinearFilter(int, int, cv::Mat const&, cv::Mat const&, cv::Point_<int>, double, int, int, cv::Scalar_<double> const&) [18]
                0.00    0.00       1/1           cv::getGaussianKernel(int, double, int) [2260]
                0.00    0.00       1/22          cv::fastFree(void*) [2185]
-----------------------------------------------
                0.00    0.58       1/1           cv::createGaussianFilter(int, cv::Size_<int>, double, double, int) [17]
[18]     7.5    0.00    0.58       1         cv::createSeparableLinearFilter(int, int, cv::Mat const&, cv::Mat const&, cv::Point_<int>, double, int, int, cv::Scalar_<double> const&) [18]
                0.00    0.23       2/2           cv::getKernelType(cv::Mat const&, cv::Point_<int>) [29]
                0.00    0.23       2/17          cv::Mat::convertTo(cv::Mat&, int, double, double) const [4]
                0.00    0.12       1/1           cv::getLinearColumnFilter(int, int, cv::Mat const&, int, int, double, int) [40]
                0.00    0.00       1/1           cv::getLinearRowFilter(int, int, cv::Mat const&, int, int) [2261]
                0.00    0.00       1/1           cv::FilterEngine::FilterEngine(cv::Ptr<cv::BaseFilter> const&, cv::Ptr<cv::BaseRowFilter> const&, cv::Ptr<cv::BaseColumnFilter> const&, int, int, int, int, int, cv::Scalar_<double> const&) [2249]
                0.00    0.00       1/22          cv::fastMalloc(unsigned long) [2184]
-----------------------------------------------
                0.00    0.49       1/1           cv::GaussianBlur(cv::Mat const&, cv::Mat&, cv::Size_<int>, double, double, int) [15]
[19]     6.3    0.00    0.49       1         cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool) [19]
                0.00    0.49       1/1           cv::FilterEngine::proceed(unsigned char const*, int, int, unsigned char*, int) [20]
                0.00    0.00       1/1           cv::FilterEngine::start(cv::Mat const&, cv::Rect_<int> const&, bool, int) [2248]
-----------------------------------------------
                0.00    0.49       1/1           cv::FilterEngine::apply(cv::Mat const&, cv::Mat&, cv::Rect_<int> const&, cv::Point_<int>, bool) [19]
[20]     6.3    0.00    0.49       1         cv::FilterEngine::proceed(unsigned char const*, int, int, unsigned char*, int) [20]
                0.30    0.00    1000/1000        cv::SymmColumnFilter<cv::FixedPtCastEx<int, unsigned char>, cv::SymmColumnVec_32s8u>::operator()(unsigned char const**, unsigned char*, int, int, int) [25]
                0.19    0.00    4000/4000        cv::RowFilter<unsigned char, int, cv::RowVec_8u32s>::operator()(unsigned char const*, unsigned char*, int, int) [35]
                0.00    0.00   14010/14020       cv::borderInterpolate(int, int, int) [2178]
-----------------------------------------------
                0.00    0.41      12/12          calcPSNR::compare(_IplImage*, _IplImage*, Colorspace) [3]
[21]     5.3    0.00    0.41      12         SimilarityMetric::colorspaceConversion(_IplImage*, Colorspace) [21]
                0.00    0.41       4/6           cvCvtColor [16]
                0.00    0.00       8/8           cvCloneImage [59]
                0.00    0.00       4/13          cvSize(int, int) [2188]
                0.00    0.00       4/33          cvCreateImage [54]
-----------------------------------------------
                                                 <spontaneous>
[22]     4.8    0.37    0.00                 memcpy [22]
-----------------------------------------------
                                                 <spontaneous>
[23]     4.5    0.35    0.00                 mmap [23]
-----------------------------------------------
                0.35    0.00       2/2           cvCvtColor [16]
[24]     4.5    0.35    0.00       2         icvBGRx2YCrCb_8u_CnC3R(unsigned char const*, int, unsigned char*, int, CvSize, int, int) [24]
-----------------------------------------------
                0.30    0.00    1000/1000        cv::FilterEngine::proceed(unsigned char const*, int, int, unsigned char*, int) [20]
